Ntime,time,Close Price,Open Price,High Price,Low Price,Volume,MACD,CCI,ATR,BOLL,EMA20,MA10,MTM6,MA5,MTM12,ROC,SMI,WVAD,US Dollar Index,Federal Fund Rate
20150929,736236,1884.09,1881.9,1899.48,1871.91,413239,-26.77963823,-179.9843518,27.57,1944.71,1948.599732,1942.145,-82.88,1913.64,-76.96,-3.92442824,-0.055740712,-6041735.024,95.9103,0.13
20150930,736237,1920.03,1887.14,1920.53,1887.14,452507,-25.8075907,-93.01932872,36.44,1945.741538,1945.878805,1934.617,-22.71,1909.894,-33,-1.689682186,-0.035257763,-7596014.937,96.2692,0.07
20151001,736238,1923.82,1919.65,1927.21,1900.7,398360,-24.44957523,-62.9580574,26.51,1947.903462,1943.777966,1927.979,-18.92,1908.21,-54.27,-1.495624747,-0.017471642,-15393679.83,96.1548,0.13
20151002,736239,1951.36,1921.77,1951.36,1893.7,437857,-20.91005228,-23.15279179,57.66,1948.320769,1944.500065,1927.312,8.62,1912.214,-43.95,-0.085508159,-0.007936064,-12588156.55,95.9187,0.13
20151005,736242,1987.05,1954.33,1989.17,1954.33,433449,-15.05156504,84.14965451,37.81,1948.297308,1948.55244,1929.32,44.31,1933.27,-3.15,1.741908726,0.022299389,-408011.1706,96.0788,0.13
20151006,736243,1979.92,1986.63,1991.62,1971.99,420240,-10.85882928,98.75383817,19.63,1947.953077,1951.539826,1933.038,37.18,1952.436,21.89,1.376834969,0.020788719,4570162.259,95.4556,0.13
20151007,736244,1995.83,1982.34,1999.31,1976.44,466647,-6.181001217,126.8239229,22.87,1948.862692,1955.757938,1938.745,53.09,1967.596,28.86,2.191466593,0.031861431,1589392.689,95.5902,0.13
20151008,736245,2013.43,1994.01,2016.5,1987.53,393914,-1.041608845,141.587587,28.97,1952.692692,1961.250515,1946.864,74.67,1985.518,70.69,1.786571895,0.040771221,5570910.054,95.2894,0.13
20151009,736246,2014.89,2013.73,2020.13,2007.61,370690,3.113318043,134.0995298,12.52,1955.232308,1966.359038,1955.219,82.65,1998.224,76.13,0.981301151,0.066068123,10981121.19,94.9041,0.13
20151012,736249,2017.46,2015.65,2018.66,2010.55,289325,6.538137478,108.9025701,8.11,1957.783462,1971.225796,1968.788,86.12,2004.306,85.22,1.369711587,0.066107878,5339298.292,94.8782,0.13
20151013,736250,2003.69,2015,2022.34,2001.78,340192,8.048430341,82.77774021,20.56,1960.955385,1974.317625,1980.748,121.92,2009.06,72.35,2.33193567,0.041752966,6080765.706,94.7781,0.13
20151014,736251,1994.24,2003.66,2009.56,1990.73,364459,8.386142068,57.1166243,18.83,1961.910385,1976.214994,1988.169,110.15,2008.742,112.47,1.386396335,0.035311698,375547.0709,93.9143,0.13
20151015,736252,2023.86,1996.47,2024.15,1996.47,374629,10.91801146,73.97778149,29.91,1965.057308,1980.752614,1998.173,103.83,2010.828,139.77,4.175545879,0.035822636,4431623.124,94.448,0.13
20151016,736253,2033.11,2024.37,2033.54,2020.46,359543,13.51513977,91.54774407,13.08,1968.165769,1985.739031,2006.348,19.68,2014.472,113.08,4.866512616,0.022654947,12893043.58,94.7346,0.13
20151019,736256,2033.66,2031.73,2034.45,2022.31,328732,15.43978286,90.33327288,12.14,1970.958462,1990.302933,2011.009,18.77,2017.712,109.84,5.248830373,0.026425263,9563892.437,94.9176,0.13
20151020,736257,2030.77,2033.13,2039.12,2026.61,333150,16.54120087,91.5638994,12.51,1973.948462,1994.15694,2016.094,13.31,2023.128,79.41,5.148239046,0.017205297,3204488.284,94.8602,0.13
20151021,736258,2018.94,2033.47,2037.97,2017.22,362779,16.27192779,69.05316575,20.75,1975.519615,1996.517231,2018.405,15.25,2028.068,31.89,7.28941369,0.002729155,-12980.8899,95.0499,0.13
20151022,736259,2052.51,2021.88,2055.2,2021.88,443085,18.55347249,134.0586632,36.26,1977.719615,2001.849876,2022.313,58.27,2033.798,72.59,8.939063421,0.018328778,23482194.76,96.366,0.12
20151023,736260,2075.15,2058.19,2079.74,2058.19,410846,21.93561182,205.8958187,27.23,1980.986923,2008.83084,2028.339,51.29,2042.206,79.32,8.079040432,0.0278004,27880863.06,97.0584,0.12
20151026,736263,2071.18,2075.08,2075.14,2066.53,338580,24.01876244,169.370216,8.62,1985.338846,2014.768855,2033.711,38.07,2049.71,57.75,2.86823977,0.03258529,29167526.97,96.8048,0.12
20151027,736264,2065.89,2068.75,2070.37,2058.84,421688,24.95514811,123.84507,12.34,1989.143462,2019.637536,2039.931,32.23,2056.734,51,2.531155547,0.034682389,28884581.96,96.8792,0.12
20151028,736265,2090.35,2066.48,2090.35,2063.11,469811,27.35561952,138.9901485,27.24,1994.820769,2026.372056,2049.542,59.58,2071.016,72.89,3.612958869,0.03180807,35330022.41,97.6195,0.12
20151029,736266,2089.41,2088.35,2092.52,2082.63,400894,28.84960004,126.7448368,9.89,2000.615,2032.37567,2056.097,70.47,2078.396,85.72,4.278106893,0.026945406,36929631.49,97.2199,0.12
20151030,736267,2079.36,2090,2094.32,2079.34,425620,28.88961782,96.74124801,14.98,2006.273462,2036.850368,2060.722,26.85,2079.238,85.12,4.268292683,0.021977916,38688305.23,96.8961,0.07
20151102,736270,2104.05,2080.76,2106.2,2080.76,376002,30.56131702,108.5847015,26.84,2012.916154,2043.250333,2067.761,28.9,2085.812,80.19,3.962230589,0.03482807,43410301.92,96.9097,0.12
20151103,736271,2109.79,2102.63,2116.48,2097.51,427206,31.98066748,120.380966,18.97,2021.686154,2049.587444,2075.663,38.61,2094.592,76.68,3.771561794,0.043061158,37271990.56,97.1675,0.12
20151104,736272,2102.31,2110.6,2114.59,2096.98,407887,32.13154699,102.4490164,17.61,2030.079231,2054.60864,2084,36.42,2096.984,68.65,3.375687185,0.023688229,33301845.89,97.8856,0.12
20151105,736273,2099.93,2101.68,2108.78,2090.41,405189,31.69372841,80.94239445,18.37,2036.998462,2058.92496,2088.742,9.58,2099.088,69.16,3.405604771,0.011800393,28822488.46,97.9926,0.12
20151106,736274,2099.2,2098.6,2101.91,2083.74,436902,30.93129244,58.95421128,18.17,2043.743846,2062.760678,2091.147,9.79,2103.056,80.26,3.975353403,0.013347942,22223498.82,99.1658,0.12
20151109,736277,2078.58,2096.56,2096.56,2068.24,388235,28.33654867,5.888116492,30.96,2048.636923,2064.26728,2091.887,-0.78,2097.962,26.07,1.270152155,0.006105129,20326768.75,99.0496,0.12
20151110,736278,2081.72,2077.19,2083.67,2069.91,382144,26.23119047,-25.02557843,13.76,2052.278077,2065.929444,2093.47,-22.33,2092.348,6.57,0.316603619,-0.004128495,17848612.38,99.1696,0.12
20151111,736279,2075,2083.41,2086.94,2074.85,369241,23.74669398,-42.85341339,12.09,2055.935,2066.793306,2091.935,-34.79,2086.886,3.82,0.184435925,-0.006896684,10236517.61,98.9696,0.12
20151112,736280,2045.97,2072.29,2072.29,2045.66,401637,19.21375008,-168.2605568,29.34,2057.863462,2064.810134,2087.591,-56.34,2076.094,-19.92,-0.964233333,-0.016057825,3983878.331,98.5095,0.12
20151113,736281,2023.04,2044.64,2044.64,2022.02,427875,13.61416439,-233.8315494,23.95,2058.233077,2060.832026,2081.959,-76.89,2060.862,-67.31,-3.220034922,-0.038501937,-3287591.157,99.1003,0.12
20151116,736284,2053.19,2022.08,2053.22,2019.39,374124,11.47700565,-152.3866008,33.83,2059.706154,2060.104214,2076.873,-46.01,2055.784,-36.22,-1.733503716,-0.026827315,5424416.937,99.3841,0.13
20151117,736285,2050.44,2053.67,2066.69,2045.9,442735,9.452428218,-84.43937491,20.79,2060.974615,2059.183813,2070.938,-28.14,2049.528,-28.92,-1.390812558,-0.02467286,7531321.873,99.6525,0.13
20151118,736286,2083.58,2051.99,2085.31,2051.99,392639,10.40214757,-12.82564503,34.87,2064.047308,2061.507259,2069.065,1.86,2051.244,-20.47,-0.972885625,-0.007785974,6664605.047,99.5715,0.12
20151119,736287,2081.24,2083.7,2086.74,2078.76,362811,10.84102003,18.32828272,7.98,2067.393462,2063.386568,2067.196,6.24,2058.298,-28.55,-1.353215249,-0.00855564,226925.1551,98.9779,0.12
20151120,736288,2089.17,2082.82,2097.06,2082.82,392960,11.69391418,47.62102495,15.82,2069.905385,2065.842133,2066.193,43.2,2071.524,-13.14,-0.625026756,0.005068999,2355868.681,99.6025,0.12
20151123,736291,2086.59,2089.41,2095.61,2081.39,358798,12.02306014,48.94588494,14.22,2071.962308,2067.81812,2066.994,63.55,2078.204,-13.34,-0.635259271,0.002333952,2286419.038,99.7298,0.12
20151124,736292,2089.14,2084.42,2094.12,2070.29,388493,12.34734191,44.2136837,23.83,2074.096154,2069.848775,2067.736,35.95,2085.944,-10.06,-0.479230183,0.006768335,7765542.311,99.6308,0.12
20151125,736293,2088.87,2089.3,2093,2086.3,285294,12.43915991,68.99207523,6.7,2076.330769,2071.660321,2069.123,38.43,2087.002,10.29,0.495049505,0.02053742,244036.7655,99.7437,0.12
20151127,736295,2090.11,2088.82,2093.29,2084.13,146684,12.46825766,70.88115268,9.16,2079.068077,2073.417433,2073.537,8.87,2088.776,8.39,0.728192771,0.03208922,-5283934.756,100.0768,0.12
20151130,736298,2080.41,2090.95,2093.81,2080.41,424503,11.57517746,50.9002777,13.4,2080.141154,2074.083392,2079.274,-8.76,2087.024,5.41,1.683309139,0.013083959,-8990137.976,100.2351,0.08
20151201,736299,2102.63,2082.93,2103.37,2082.93,371212,12.51609551,89.28634189,22.96,2081.198077,2076.802116,2084.218,16.04,2090.232,56.66,3.934178266,0.024821295,-1674867.018,99.7855,0.13
20151202,736300,2079.51,2101.71,2104.27,2077.11,395064,11.26631797,48.20872945,27.16,2081.518462,2077.06001,2087.125,-9.63,2088.306,56.47,1.281907666,-0.001953369,-12501158.16,99.9883,0.13
20151203,736301,2049.62,2080.71,2085,2042.35,430649,7.774368976,-64.27742631,42.65,2080.892692,2074.446676,2083.729,-39.25,2080.456,-3.57,-0.039991416,-0.015192866,-18554144.92,97.8693,0.13
20151204,736302,2091.69,2051.24,2093.84,2051.24,421491,8.305926102,2.383884752,44.22,2080.944231,2076.088897,2084.774,2.82,2080.772,41.25,0.389233915,0.001204767,-5921382.106,98.3092,0.13
20151207,736305,2077.07,2090.42,2090.42,2066.78,404382,7.461466002,-22.66612881,24.91,2080.469615,2076.182335,2083.564,-13.04,2080.104,-6.51,-0.200361323,-0.004562468,-14837723.9,98.7079,0.13
20151208,736306,2063.59,2073.39,2073.85,2052.32,417357,5.639493377,-154.7383657,24.75,2079.863077,2074.983065,2081.264,-16.82,2072.296,-17.65,-1.224409694,-0.012229913,-20093617.43,98.4238,0.13
20151209,736307,2047.62,2061.17,2080.33,2036.53,438525,2.873794102,-175.9314389,43.8,2077.692692,2072.377059,2077.112,-55.01,2065.918,-41.55,-1.867640504,-0.019747519,-19415762.92,97.343,0.14
20151210,736308,2052.23,2047.93,2067.65,2045.67,371515,1.041935194,-132.6061904,21.98,2075.478846,2070.458292,2073.448,-27.28,2066.44,-34.36,-1.766755699,-0.018123448,-17683602.06,97.9263,0.14
20151211,736309,2012.37,2047.27,2047.27,2008.8,430106,-3.584870905,-209.576748,43.43,2072.019615,2064.926073,2065.674,-37.25,2050.576,-76.77,-3.662267159,-0.032705092,-24419987.49,97.5761,0.14
20151214,736312,2021.94,2013.37,2022.92,1993.26,461244,-6.405589405,-182.7237941,29.66,2069.02,2060.832162,2059.827,-69.75,2039.55,-66.93,-3.204124718,-0.038375748,-17969050.95,97.6446,0.15
20151215,736313,2043.41,2025.55,2053.87,2025.55,435354,-6.829849319,-76.66094188,31.93,2066.874231,2059.172908,2053.905,-33.66,2035.514,-46.7,-2.234332164,-0.017359859,-15478288.88,98.1777,0.15
20151216,736314,2073.07,2046.5,2076.72,2042.43,463545,-4.718373761,2.44636979,34.29,2066.662308,2060.496441,2053.261,9.48,2040.604,-7.34,-0.35281507,0.011311726,-6644411.613,98.3706,0.15
20151217,736315,2041.89,2073.76,2076.37,2041.66,432739,-5.4976066,-27.58071014,34.71,2065.130385,2058.724399,2052.488,-5.73,2038.536,-60.74,-2.88876312,-0.023808499,-6904142.863,99.0758,0.37
20151218,736316,2005.55,2040.81,2040.81,2005.33,668307,-8.944383251,-134.1262972,36.56,2062.459231,2053.66017,2043.874,-46.68,2037.172,-73.96,-3.556607085,-0.03443312,-18672654.89,98.7112,0.37
20151221,736319,2021.15,2010.27,2022.9,2005.93,376028,-10.29847455,-111.2330882,17.35,2061.504615,2050.563964,2038.282,8.78,2037.014,-28.47,-1.389037968,-0.020566101,-20347354.48,98.4536,0.36
20151222,736320,2038.97,2023.15,2042.74,2020.49,352086,-9.820472296,-43.1209126,22.25,2062.117308,2049.459777,2035.82,17.03,2036.126,-52.72,-2.520449971,-0.004224417,-15404824.98,98.1859,0.36
20151223,736321,2064.29,2042.2,2064.73,2042.2,348409,-7.314225832,37.34207026,25.76,2062.544231,2050.872179,2037.487,20.88,2034.37,-12.78,-0.615289807,0.005842202,-15835689.35,98.3578,0.36
20151224,736322,2060.99,2063.52,2067.36,2058.73,141186,-5.530537282,63.2662522,8.63,2062.95,2051.835781,2038.363,-12.08,2038.19,-2.6,-0.12599402,0.023590605,-14887366.82,97.939,0.36
20151228,736326,2056.5,2057.77,2057.77,2044.2,249251,-4.42821107,38.03632737,16.79,2061.908462,2052.279992,2042.776,50.95,2048.38,8.88,0.208066347,0.016805252,-18315666.37,97.9719,0.36
20151229,736327,2078.36,2060.54,2081.56,2060.54,254200,-1.77028357,114.0054492,25.06,2061.797692,2054.763802,2048.418,57.21,2059.822,26.13,3.279218036,0.016816143,-13969068.64,98.2621,0.36
20151230,736328,2063.36,2077.34,2077.34,2061.97,236743,-0.864268765,83.66651135,16.39,2060.805,2055.582488,2050.413,24.39,2064.7,50.99,2.048527652,-0.004683875,-18215152.02,98.2344,0.35
20151231,736329,2043.94,2060.59,2062.54,2043.62,265533,-1.693752677,20.33382433,19.74,2059.164615,2054.47368,2047.5,-20.35,2060.63,22,0.025937037,0.001002965,-22179859.71,98.7044,0.2
20160104,736333,2012.66,2038.2,2038.2,1989.68,430488,-4.819601866,-110.4084565,54.26,2056.223077,2050.491424,2044.577,-48.33,2050.964,-30.75,-2.914035705,0.003532638,-26740571.1,98.8466,0.36
20160105,736334,2016.71,2013.78,2021.94,2004.17,370662,-6.890627848,-108.8167336,17.77,2053.447692,2047.274146,2045.693,-44.28,2043.006,-56.36,-1.233171229,-0.002196769,-19284420.39,99.3634,0.36
20160106,736335,1990.26,2011.71,2011.71,1979.05,433666,-10.54467239,-141.7254253,37.66,2049.607308,2041.844227,2042.604,-66.24,2025.386,-51.63,-0.762384383,-0.023889513,-29808154.14,99.2229,0.36
20160107,736336,1943.09,1985.32,1985.32,1938.83,507659,-17.05020959,-192.9407117,51.43,2044.325769,2032.439063,2033.016,-135.27,2001.332,-62.46,-3.862157683,-0.058712681,-32597363.84,98.2844,0.36
20160108,736337,1922.03,1945.97,1960.4,1918.46,466494,-23.63283607,-187.2294468,41.94,2037.379615,2021.923914,2018.79,-141.33,1976.95,-99.12,-5.735248679,-0.067423908,-31704721.24,98.3897,0.36
20160111,736340,1923.67,1926.12,1935.65,1901.1,460729,-28.39001822,-165.29254,34.55,2031.385769,2012.566398,2005.058,-120.27,1959.152,-115.3,-6.81202738,-0.064590323,-39281583.81,98.8438,0.36
20160112,736341,1938.68,1927.83,1947.38,1914.35,488726,-30.59624335,-113.4768389,33.03,2027.118846,2005.529598,1993.276,-73.98,1943.546,-125.61,-5.934526611,-0.067206836,-33177714.92,98.9391,0.36
20160113,736342,1890.28,1940.34,1950.33,1886.41,508703,-35.83706083,-118.0488792,63.92,2019.372308,1994.553446,1974.468,-126.43,1923.55,-170.71,-8.282912581,-0.083882599,-36992292.19,98.9575,0.36
20160114,736343,1921.84,1891.68,1934.47,1878.93,524111,-37.01710803,-96.38890925,55.54,2013.401923,1987.628356,1960.316,-68.42,1919.3,-134.66,-6.548018478,-0.059737566,-29764287.63,99.0721,0.36
20160115,736344,1880.33,1916.68,1916.68,1857.83,546846,-40.83113807,-108.1455117,64.01,2006.353462,1977.409465,1943.955,-62.76,1910.96,-198.03,-9.528185685,-0.06574881,-38315675.2,98.9195,0.36
20160119,736348,1881.33,1888.66,1901.44,1864.6,492835,-43.27425406,-97.13956776,36.84,1999.957692,1968.25904,1930.822,-42.34,1902.492,-182.03,-7.955712986,-0.067129136,-33542712.09,99.1251,0.36
20160120,736349,1859.33,1876.18,1876.18,1812.29,641607,-46.45020813,-123.319274,69.04,1992.538462,1957.884846,1915.084,-79.35,1886.622,-184.61,-7.618276311,-0.065785375,-38615654.28,99.0828,0.37
20160121,736350,1868.99,1861.46,1889.85,1848.98,507881,-47.63854584,-92.9673338,40.87,1987.023846,1949.41867,1902.957,-21.29,1882.364,-143.67,-7.324801285,-0.038135135,-41393190.89,99.0836,0.37
20160122,736351,1906.9,1877.4,1908.85,1877.4,490176,-45.00253071,-46.67986535,39.86,1982.599231,1945.369273,1899.338,-14.94,1879.376,-109.81,-4.188397496,-0.007871885,-39077275.12,99.5279,0.38
20160125,736354,1877.08,1906.28,1906.28,1875.97,440138,-44.80323075,-58.1705815,30.93,1976.201923,1938.865532,1894.843,-3.25,1878.726,-113.18,-3.397166369,-0.024219331,-40473745.65,99.2929,0.38
20160126,736355,1903.63,1878.79,1906.73,1878.79,435794,-42.01855721,-29.76403645,29.65,1969.685,1935.509767,1892.839,23.3,1883.186,-39.46,-0.957321166,-0.018079312,-16254693.88,99.0243,0.38
20160127,736356,1882.95,1902.52,1916.99,1872.7,475404,-41.00767559,-32.06036689,44.29,1963.571923,1930.504075,1887.266,1.62,1887.91,-39.08,-2.116787183,-0.003877732,-23722808.88,98.9821,0.38
20160128,736357,1893.36,1885.22,1902.96,1873.65,469301,-38.91792302,-25.49546869,29.31,1959.256923,1926.966544,1887.574,34.03,1892.784,-30.31,-2.337673056,-0.014819132,-25330032.09,98.5974,0.38
20160129,736358,1940.24,1894,1940.24,1894,549757,-33.0974283,111.3808267,46.88,1956.145,1928.230683,1889.414,71.25,1899.452,1.56,2.642994689,0.030877623,-18491123.96,99.5558,0.29
20160201,736361,1939.38,1936.94,1947.2,1920.3,432253,-28.22863696,139.053872,26.9,1952.314615,1929.292523,1895.319,32.48,1911.912,49.1,0.912667027,0.029932246,-17108448.2,99.0258,0.38
20160202,736362,1903.03,1935.26,1935.26,1897.29,446319,-26.99207808,64.30298453,42.09,1946.112308,1926.79133,1897.489,25.95,1911.792,-18.81,1.2072349,0.022963379,-23457504.64,98.8701,0.38
20160203,736363,1912.53,1907.07,1918.01,1872.23,517295,-24.95782735,23.79012419,45.78,1940.402308,1925.433108,1902.809,8.9,1917.708,32.2,1.712465365,0.022765656,-25604838.58,97.2096,0.38
20160204,736364,1915.45,1911.67,1927.35,1900.52,519332,-22.84668701,77.92947858,26.83,1934.977308,1924.482336,1907.455,32.5,1922.126,34.12,1.813610584,0.004463703,-21341532.49,96.5033,0.38
20160205,736365,1880.05,1913.07,1913.07,1872.65,492994,-23.7562302,-29.17648686,42.8,1927.35,1920.250685,1904.77,-13.31,1910.088,20.72,1.114379911,0.001579745,-24172003.2,96.9734,0.38
20160208,736368,1853.44,1873.25,1873.25,1828.46,563646,-26.32084403,-152.2861924,51.59,1919.276154,1913.887763,1902.406,-39.92,1892.9,-15.55,-0.316780776,-0.026365418,-24430056.09,96.7299,0.38
20160209,736369,1852.21,1848.46,1868.25,1834.94,518322,-28.12832389,-154.1705631,33.31,1911.901923,1908.01369,1897.264,-41.15,1882.736,-54.69,-0.382933637,-0.016325447,-24497044.66,96.0238,0.38
20160210,736370,1851.86,1857.1,1881.6,1850.32,447117,-29.25181011,-113.5764957,31.28,1905.717308,1902.665719,1894.155,-41.5,1870.602,-25.22,-0.401757622,-0.021918705,-20954510.3,95.7935,0.38
20160211,736371,1829.08,1847,1847,1810.1,550080,-31.61588837,-172.5636494,41.76,1898.500769,1895.657556,1887.727,-64.28,1853.328,-74.55,-1.626930131,-0.057291881,-17794728.81,95.5945,0.38
20160212,736372,1864.78,1833.4,1864.78,1833.4,469692,-30.25992817,-81.08822052,35.7,1893.674615,1892.716836,1880.181,-28.58,1850.274,-18.17,0.293116338,-0.038465901,-5186188.292,95.9536,0.38
20160216,736376,1895.58,1871.44,1895.77,1871.44,457067,-26.39574364,6.325773832,30.99,1891.847308,1892.989518,1875.801,-43.8,1858.702,2.22,-0.593633646,-0.00391481,3710042.107,96.8637,0.38
20160217,736377,1926.82,1898.8,1930.68,1898.8,501154,-20.57536268,78.39965966,35.1,1892.031538,1896.211469,1878.18,23.79,1873.624,-13.42,2.649860422,0.007416365,8412514.29,96.8524,0.37
20160218,736378,1917.83,1927.57,1930,1915.09,443649,-16.49790907,73.07762225,14.91,1891.806923,1898.270377,1878.71,5.3,1886.818,-21.55,0.745943277,0.001240986,10493871.09,96.8293,0.38
20160219,736379,1917.78,1916.74,1918.78,1902.17,414285,-13.11930116,58.0920139,16.61,1891.003077,1900.128436,1878.943,2.33,1904.558,14.75,1.84975703,0.019673789,6033391.293,96.6038,0.38
20160222,736382,1945.5,1924.44,1946.7,1924.44,405471,-8.111453915,118.4831775,28.92,1893.126923,1904.449537,1885.488,65.45,1920.702,32.97,2.753834453,0.047319455,19692498.17,97.3696,0.38
20160223,736383,1921.27,1942.38,1942.38,1919.44,389065,-6.028366147,85.91964754,26.06,1893.105,1906.051486,1892.271,56.49,1925.84,5.82,-0.977714097,0.035944974,15668988.3,97.4617,0.38
20160224,736384,1929.8,1917.56,1932.08,1891,431725,-3.647162155,57.95841947,41.08,1895.007692,1908.313249,1900.03,34.22,1926.436,49.75,-0.4939723,0.040387605,20486010.62,97.5089,0.38
20160225,736385,1951.7,1931.87,1951.83,1925.41,411821,0.007025156,102.0682964,26.42,1897.714231,1912.445321,1910.014,24.88,1933.21,98.26,2.557500407,0.062827279,23342062.26,97.4384,0.37
20160226,736386,1948.05,1954.95,1962.96,1945.78,434851,2.578744273,101.6216329,17.18,1901.126538,1915.836243,1921.911,30.22,1939.264,95.84,1.857225769,0.042745309,13060914.92,98.1378,0.37
20160229,736389,1932.23,1947.13,1958.27,1931.81,458818,3.302242221,72.47490942,26.46,1903.558846,1917.397553,1928.656,14.45,1936.61,80.37,0.876034352,0.018967721,15608352.64,98.2616,0.29
20160301,736390,1978.35,1937.09,1978.35,1937.09,481975,7.510541273,113.1686401,46.12,1906.306923,1923.202548,1936.933,32.85,1948.026,149.27,5.228584346,0.026046958,16820645.93,98.3451,0.36
20160302,736391,1986.45,1976.6,1986.51,1968.8,466661,11.3682053,137.3252075,17.71,1910.513462,1929.226115,1942.896,65.18,1959.356,121.67,6.524630251,0.034544036,24162367.98,98.1782,0.37
20160303,736392,1993.4,1985.6,1993.69,1977.37,508170,14.81545541,142.2646951,16.32,1913.966154,1935.337913,1950.453,63.6,1967.696,97.82,5.160425833,0.037935186,25071247.92,97.599,0.37
20160304,736393,1999.99,1994.01,2009.13,1986.77,604993,17.87315329,151.6326239,22.36,1918.467692,1941.495255,1958.674,48.29,1978.084,73.17,3.797448646,0.027245136,14979831.89,97.2084,0.36
20160307,736396,2001.76,1996.11,2006.12,1989.38,496818,20.20629946,125.3956311,16.74,1922.636923,1947.234754,1964.3,53.71,1991.99,83.93,4.376300298,0.040209616,16540803.86,97.116,0.36
20160308,736397,1979.26,1996.88,1996.88,1977.43,464165,20.00911996,74.24449105,24.33,1924.137692,1950.284778,1970.099,47.03,1992.172,61.48,3.205790028,0.024989137,16894255.71,97.1908,0.36
20160309,736398,1989.26,1981.44,1992.69,1979.84,403812,20.42433125,69.552987,13.43,1926.056154,1953.996704,1976.045,10.91,1992.734,43.76,2.249293241,0.018881393,19528800.41,97.1776,0.36
20160310,736399,1989.57,1990.97,2005.08,1969.25,437679,20.54161266,62.58799637,35.83,1929.384615,1957.384637,1979.832,3.12,1991.968,68.3,3.554940222,0.020868831,18049207.09,96.1966,0.36
20160311,736400,2022.19,1994.71,2022.37,1994.71,407862,23.0015726,113.0637857,32.8,1933.602308,1963.556576,1987.246,28.79,1996.408,92.39,4.787542751,0.044486423,31502487.26,96.2259,0.36
20160314,736403,2019.64,2019.27,2024.57,2012.05,348785,24.46334666,117.6140888,12.52,1937.609615,1968.897855,1995.987,19.65,1999.984,67.94,3.481067787,0.020444238,36144405.58,96.581,0.36
20160315,736404,2015.93,2015.27,2015.94,2005.23,356028,25.03387224,97.8151315,14.41,1942.835769,1973.377107,1999.745,14.17,2007.318,67.88,3.484510151,0.014623524,35516546.43,96.6511,0.37
20160316,736405,2027.22,2014.24,2032.02,2010.04,405702,26.0962057,122.180573,21.98,1949.519615,1978.505001,2003.822,47.96,2014.91,94.99,4.916081419,0.016682945,40448277.17,95.7504,0.37
20160317,736406,2040.59,2026.9,2046.24,2022.16,453048,27.69767829,142.9112615,24.08,1956.765,1984.417858,2008.541,51.33,2025.114,62.24,3.146056057,0.019896206,48871927.04,94.8074,0.37
20160318,736407,2049.58,2041.16,2052.36,2041.16,650314,29.35390122,156.4854184,11.77,1964.369615,1990.623776,2013.5,60.01,2030.592,63.13,3.178031161,0.023331609,53940149.34,95.0613,0.37
20160321,736410,2051.6,2047.88,2053.91,2043.14,337660,30.47813399,137.522552,10.77,1972.928077,1996.431036,2018.484,29.41,2036.984,58.2,2.919634795,0.035260285,47443932.63,95.4094,0.37
20160322,736411,2049.8,2048.64,2056.6,2040.57,341846,30.86802423,116.2281712,16.03,1980.044231,2001.513794,2025.538,30.16,2043.758,49.81,2.490512453,0.029534589,40649358.07,95.6661,0.37
20160323,736412,2036.71,2048.55,2048.55,2034.86,363951,29.77750492,74.1606381,14.94,1985.472308,2004.865814,2030.283,20.78,2045.656,34.95,1.745963552,0.02314517,40728922.75,96.0527,0.37
20160324,736413,2035.94,2032.48,2036.04,2022.49,340772,28.52234016,39.05904859,14.22,1989.669231,2007.82526,2034.92,8.72,2044.726,56.68,2.863696533,0.006753637,41721203.29,96.1199,0.37
20160328,736417,2037.05,2037.89,2042.67,2031.96,280909,27.30245505,51.02148644,10.71,1994.254615,2010.608569,2036.406,-12.53,2042.22,47.79,2.386445312,0.008546673,35082261.87,95.9617,0.37
20160329,736418,2055.01,2035.75,2055.91,2028.31,382233,27.46827208,74.57961514,27.6,1999.532692,2014.837276,2039.943,3.41,2042.902,65.44,1.622992894,0.019016939,44841751.67,95.177,0.37
20160330,736419,2063.95,2058.27,2072.21,2058.27,359031,27.99831936,136.9072844,17.2,2004.088462,2019.514679,2044.745,14.15,2045.732,41.76,2.193955358,0.017795974,44952645.59,94.8412,0.37
20160331,736420,2059.74,2063.77,2067.92,2057.46,371528,27.75868894,118.5709783,10.46,2009.414231,2023.345662,2047.997,23.03,2050.338,40.1,2.173190537,0.00929729,38070568.51,94.6281,0.25
20160401,736421,2072.78,2056.62,2075.07,2043.98,374999,28.2948339,113.4492743,31.09,2014.913462,2028.053694,2051.216,36.84,2057.706,56.85,2.247412713,0.011192698,44166417.95,94.5626,0.37
20160404,736424,2066.13,2073.19,2074.02,2062.57,348571,27.86195791,116.6166558,11.45,2019.314615,2031.680009,2052.871,30.19,2063.522,38.91,1.919377275,0.007032471,45665299.46,94.5767,0.37
20160405,736425,2045.17,2062.5,2062.5,2042.56,415492,25.53327207,14.8394446,23.57,2023.05,2032.96477,2052.228,9.23,2061.554,4.58,0.224444891,-0.002258757,32447602.58,94.6133,0.37
20160406,736426,2066.66,2045.56,2067.33,2043.09,375080,25.13212765,62.00290149,24.24,2028.220385,2036.173839,2053.914,29.61,2062.096,17.08,0.833341465,0.014491982,33721203.82,94.3598,0.37
