Ntime,Time,Open Price,Closing Price,High price,Low Price,Volume,MACD,CCI,ATR,BOLL_MID,EMA20,MA5,MA10,MTM6,MTM12,ROC,SMI,WVAD,US dollar Index,Federal Fund Rate
20120927,735139,13413.47,13485.97,13522.83,13413.47,113985164,104.1415022,-11.28567156,109.36,13320.35462,13408.60986,13499.084,13538.142,-91.99,162.61,1.220487925,-0.007900911,1218830.094,79.55,0.14
20120928,735140,13485.89,13437.13,13487.66,13367.27,146946577,93.9264391,-60.99709972,120.39,13330.52269,13411.32606,13470.616,13522.518,-159.8,103.78,0.778349027,-0.008556714,-470.5061758,79.88,0.09
20121001,735143,13437.66,13515.11,13598.25,13437.66,106123469,91.07342453,2.434163582,161.12,13348.12462,13421.21025,13461.854,13518.719,-81.82,181.76,1.363198296,-0.003651405,1034680.809,79.81,0.15
20121002,735144,13515.3,13482.36,13567.06,13424.92,90730731,85.18774732,-46.67690312,142.14,13360.60115,13427.03403,13466.816,13510.491,-114.57,149.01,1.117573603,-0.007040822,1067949.491,79.75,0.16
20121003,735145,13479.21,13494.61,13536.27,13439.12,103891738,80.58286919,-50.47352248,97.15,13374.82962,13433.46984,13483.036,13502.156,-102.32,161.26,1.209448488,-0.007525228,1174730.55,79.91,0.16
20121004,735146,13495.18,13575.36,13594.33,13495.18,106391188,82.49833083,46.36031478,99.72,13392.99769,13446.98319,13500.914,13499.999,-21.57,242.01,1.815072731,-0.000302663,2774137.031,79.35,0.15
20121005,735147,13569.18,13610.15,13661.87,13568.75,115502363,85.83416738,116.6606147,93.12,13412.33115,13462.52288,13535.518,13503.067,13.22,276.8,2.075997405,0.003764103,2575016.529,79.33,0.15
20121008,735150,13610.38,13583.65,13610.38,13552.09,71290287,85.35558727,68.55146716,58.29,13434.75192,13474.0588,13549.226,13505.54,4.18,43.79,0.323415456,0.009283219,2754742.342,79.6,0.15
20121009,735151,13582.88,13473.53,13592.33,13473.31,103626317,75.22341668,-15.65059019,119.02,13449.47077,13474.00844,13547.46,13507.138,-85.39,-119.84,-0.881606254,0.00445466,1666075.319,79.97,0.16
20121010,735152,13473.53,13344.97,13478.83,13327.62,101121055,56.17236089,-163.5825351,151.21,13461.35654,13461.71906,13517.532,13500.284,-112.58,-208.13,-1.535663428,-0.01045531,-468366.4548,80.11,0.16
20121011,735153,13346.28,13326.39,13428.49,13326.12,86629073,39.12401393,-158.1738878,102.37,13472.08385,13448.83058,13467.738,13484.326,-87.12,-238.25,-1.756404888,-0.008241343,-1086865.29,79.78,0.16
20121012,735154,13325.62,13328.85,13401.32,13296.43,113738598,25.51742854,-142.5565849,104.89,13473.50115,13437.40386,13411.478,13473.498,-157.12,-249.11,-1.834664412,-0.013781612,-127719.0996,79.7,0.16
20121015,735157,13329.54,13424.23,13437.66,13325.93,114876292,22.17486246,-73.01282643,111.73,13478.02385,13436.14921,13379.594,13464.41,-12.9,-172.7,-1.270139657,-0.00431156,132480.2138,79.74,0.16
20121016,735158,13423.84,13551.78,13556.37,13423.76,113450244,29.47826666,34.90205153,132.61,13489.46577,13447.16166,13395.244,13471.352,-31.87,-27.69,-0.203910756,0.004218634,993859.2891,79.19,0.16
20121017,735159,13539.63,13557,13561.65,13468.9,135570910,35.28078259,47.6555938,92.75,13498.45192,13457.62246,13437.65,13477.591,83.47,-1.92,-0.01416042,-0.00135245,-37140.31603,79.06,0.15
20121018,735160,13553.24,13548.94,13588.73,13510.93,128406377,38.78189014,60.94644455,77.8,13506.74385,13466.31937,13482.16,13474.949,203.97,91.39,0.67909835,-0.004497379,-930253.4625,79.36,0.15
20121019,735161,13545.33,13343.51,13545.49,13312.22,239081080,24.69538591,-71.75813687,236.72,13499.19192,13454.62324,13485.092,13448.285,17.12,-70,-0.521861914,-0.017678606,-2315687.5,79.63,0.16
20121022,735164,13344.28,13345.89,13368.55,13235.15,121876433,13.56737962,-116.3762031,133.4,13489.67346,13444.26769,13469.424,13424.509,17.04,-140.08,-1.038709118,-0.00947339,-2532049.261,79.55,0.15
20121023,735165,13344.9,13102.53,13344.9,13083.28,122218458,-14.71909117,-169.3876492,262.61,13472.34385,13411.72124,13379.574,13387.409,-321.7,-334.6,-2.490115077,-0.018167145,-3873427.729,79.91,0.15
20121024,735166,13103.53,13077.34,13155.21,13063.63,110671380,-38.72257579,-177.6295557,91.58,13453.60154,13379.87541,13283.642,13360.646,-474.44,-506.31,-3.727348688,-0.018688482,-4457133.601,79.94,0.17
20121025,735167,13079.64,13103.68,13164.52,13039.86,114584177,-54.98624521,-148.6192372,124.66,13435.36,13353.57108,13194.59,13338.375,-453.32,-369.85,-2.745011886,-0.01689343,-3225950.872,80.1,0.16
20121026,735168,13104.22,13107.21,13151.72,13040.17,134643971,-66.82021704,-123.6149407,111.55,13416.52462,13330.10812,13147.33,13316.211,-441.73,-237.76,-1.781645069,-0.023615507,-2905823.882,80.01,0.16
20121031,735173,13107.44,13096.46,13189.08,13052.07,138164391,-76.18791329,-96.00556311,137.01,13397.94731,13307.85592,13097.444,13283.434,-6.07,-327.77,-2.441629799,-0.033598538,-2145663.991,79.95,0.18
20121101,735174,13099.19,13232.62,13273.71,13099.11,140508088,-71.79727174,-45.43384969,177.25,13385.39731,13300.6906,13123.462,13251.518,155.28,-319.16,-2.355114974,-0.023927123,-308118.1088,80.04,0.17
20121102,735175,13233.39,13093.16,13289.45,13076.57,137660421,-78.66412213,-58.66329152,212.88,13371.38231,13280.92578,13126.626,13205.134,-10.52,-463.84,-3.421405916,-0.033639532,-1970588.174,80.56,0.16
20121105,735178,13092.28,13112.44,13140.58,13038.71,95350472,-81.60967019,-72.40658261,101.87,13359.80269,13264.87951,13128.378,13161.484,5.23,-436.5,-3.22165424,-0.017317033,-1186731.615,80.71,0.17
20121106,735179,13113.89,13245.68,13290.75,13112.9,105712045,-72.35857912,-17.27112205,178.31,13350.56077,13263.05099,13156.072,13151.701,138.47,-97.83,-0.733165411,-0.007508679,-915203.2314,80.6,0.16
20121107,735180,13228.24,12932.73,13228.32,12876.6,164246985,-89.25064647,-104.8511028,369.08,13331.16077,13231.59185,13123.326,13110.385,-174.48,-413.16,-3.095784545,-0.012959329,-2084919.941,80.76,0.16
20121108,735181,12932.81,12811.32,12980.23,12811.24,138353629,-111.153199,-170.9351479,168.99,13304.09192,13191.56596,13039.066,13081.264,-285.14,-291.21,-2.222547859,-0.020342057,-3244256.321,80.8,0.16
20121109,735182,12811.17,12815.39,12890.19,12743.39,131671124,-126.721943,-189.0346817,146.8,13278.43923,13155.73967,12983.512,13055.069,-417.23,-261.95,-2.003083196,-0.02200069,-4066762.943,81.03,0.16
20121112,735185,12815.93,12815.08,12861.28,12783,62356802,-137.5002816,-151.4314274,78.28,13252.30346,13123.2959,12924.04,13026.209,-278.08,-288.6,-2.202434736,-0.022287733,-4581709.596,81.06,0.16
20121113,735186,12808.71,12756.18,12898.25,12748.51,142201029,-149.0764695,-126.1392486,149.74,13220.79654,13088.33248,12826.14,12991.106,-356.26,-351.03,-2.678144319,-0.025982594,-4753646.963,81.1,0.16
20121114,735187,12746.54,12570.95,12797.73,12542.68,162176785,-171.2234376,-159.2181414,255.05,13180.82731,13039.05796,12753.784,12938.555,-674.73,-536.26,-4.09133599,-0.050002947,-4918088.248,81.13,0.16
20121115,735188,12571.1,12542.38,12600.59,12496.56,129152486,-188.9028749,-150.6483056,104.03,13140.77846,12991.75529,12699.996,12869.531,-390.35,-564.83,-4.309307625,-0.042066239,-4414905.331,81.03,0.16
20121116,735189,12542.31,12588.31,12604.17,12471.49,197110219,-196.9376149,-120.946184,132.68,13106.73154,12953.33193,12654.58,12819.046,-223.01,-508.15,-3.880056137,-0.039971966,-3563210.385,81.2,0.16
20121119,735192,12590.23,12795.96,12796.19,12590.23,136913502,-184.4236635,-56.29455496,207.88,13085.61577,12938.34413,12650.756,12787.398,-19.43,-436.66,-3.29987561,-0.033952202,-2230629.16,80.85,0.16
20121120,735193,12790.89,12788.51,12808.56,12701.07,134156324,-173.1118934,-37.76665558,107.49,13064.92808,12924.07421,12657.222,12741.681,-26.57,-304.65,-2.326787422,-0.011151551,-3233898.003,80.89,0.16
20121121,735194,12788.36,12836.89,12845.99,12786.13,97303713,-158.4172372,-9.437055532,59.86,13046.00654,12915.77095,12710.41,12732.097,80.71,-275.55,-2.101439549,0.001991915,-3539582.2,80.92,0.16
20121123,735196,12833.13,13009.68,13011.45,12832.98,61107872,-131.3151876,56.68757473,178.47,13030.06231,12924.71467,12803.87,12751.933,467.3,76.95,0.595001983,0.014934264,-3188971.517,80.2,0.16
20121126,735199,13008.3,12967.37,13008.45,12900.17,114359887,-111.9600753,71.08017697,109.51,13007.585,12928.77708,12879.682,12767.131,379.06,156.05,1.2180634,0.011744093,-3550283.474,80.18,0.16
20121127,735200,12963.38,12878.13,12980.19,12868.26,117895807,-102.6387757,66.80527638,111.93,12981.47462,12923.95355,12896.116,12773.436,82.17,62.74,0.489567621,0.009469543,-2379745.084,80.36,0.16
20121128,735201,12875.56,12985.11,12989.1,12765.32,130999411,-85.63207342,77.35784148,223.78,12959.78885,12929.77798,12935.436,12796.329,196.6,170.03,1.326796243,0.031894994,-1753155.467,80.3,0.16
20121129,735202,12977.35,13021.82,13062.56,12961.92,113622832,-68.4034369,126.5419349,100.64,12947.41615,12938.54388,12972.422,12841.416,184.93,265.64,2.082441609,0.036818202,-118831.7288,80.18,0.16
20121130,735203,13022.05,13025.58,13053.74,12988.68,171067810,-53.82574804,109.7025873,65.06,12935.09654,12946.83304,12975.602,12889.736,188.69,454.63,3.616512674,0.033570098,290483.0012,80.23,0.16
20121203,735206,13027.73,12965.6,13087.32,12959.42,112899196,-46.57581234,84.3547296,127.9,12929.83,12948.62037,12975.248,12927.465,-44.08,423.22,3.374319706,0.013083853,-478916.899,79.9,0.16
20121204,735207,12966.45,12951.78,13022.51,12940.07,125286687,-41.46733494,59.83970479,82.44,12925.00077,12948.92128,12989.978,12943.047,-15.59,363.47,2.887361369,0.012605989,-737951.686,79.66,0.17
20121205,735208,12948.96,13034.49,13089.11,12923.44,161234225,-30.39445567,72.97667057,165.67,12922.33962,12957.07069,12999.854,12967.645,156.36,238.53,1.864103983,0.01515978,205172.9896,79.84,0.16
20121206,735209,13026.19,13074.04,13076.88,13007.84,116849504,-18.21776159,90.95437921,69.04,12921.06385,12968.21062,13010.298,12991.36,88.93,285.53,2.232707329,0.004922732,-58738.86492,80.23,0.16
20121207,735210,13072.87,13155.13,13157.28,13072.87,124134048,-2.001288887,141.7694516,84.41,12923.32038,12986.01247,13036.208,13005.905,133.31,318.24,2.479105142,0.014272759,2057791.167,80.41,0.16
20121210,735213,13154.89,13169.88,13195.35,13139.08,118525536,11.90336966,158.6892363,56.27,12920.90731,13003.52366,13077.064,13026.156,144.3,332.99,2.594008362,0.022152821,2184838.385,80.32,0.16
20121211,735214,13170.34,13248.44,13306.57,13170.34,124507399,28.92857655,191.9951024,136.69,12926.87962,13026.84903,13136.396,13063.187,282.84,238.76,1.83524883,0.019876302,2115288.304,80.05,0.17
20121212,735215,13250.05,13245.45,13329.44,13227.44,127507562,41.69922496,163.425453,102,12931.99538,13047.66817,13178.588,13089.221,293.67,278.08,2.144459516,0.016883534,3437764.04,79.86,0.17
20121213,735216,13241.38,13170.72,13264.41,13147.19,101189122,45.26814636,89.37579678,117.22,12929.11231,13059.38739,13197.924,13104.111,136.23,292.59,2.271991353,0.011019899,3822447.406,79.92,0.16
20121214,735217,13170.8,13135.01,13190.41,13118.46,117621576,44.69977257,48.75381075,71.95,12936.89231,13066.58954,13193.9,13115.054,60.97,149.9,1.154399154,0.012897592,3199512.884,79.57,0.17
20121217,735220,13135.17,13235.39,13244.33,13134.63,142975677,51.75258772,74.61232456,109.7,12953.20269,13082.66578,13207.002,13142.033,80.26,213.57,1.64009332,0.021428156,4512484.631,79.57,0.16
20121218,735221,13236.61,13350.96,13365.86,13232.58,152924603,65.90778377,133.6307441,133.28,12973.80154,13108.21761,13227.506,13181.951,181.08,325.38,2.498007766,0.023703913,6323381.757,79.33,0.17
20121219,735222,13351.04,13251.97,13357.7,13251.74,149022630,68.35031306,99.08669002,105.96,12990.605,13121.90831,13228.81,13203.699,3.53,286.37,2.208690689,0.013426683,6046568.071,79.35,0.17
20121220,735223,13246.67,13311.72,13314.64,13216.03,119798171,74.25143643,83.70106689,98.61,13011.97192,13139.98561,13257.01,13227.467,66.27,359.94,2.77907747,0.011763318,7193396.657,79.24,0.17
20121221,735224,13309.95,13190.84,13309.95,13122.53,413265741,68.38580446,24.35125876,189.19,13035.81385,13144.82889,13268.176,13231.038,20.12,156.35,1.199509916,0.001588981,3883612.851,79.58,0.17
20121224,735227,13190.15,13139.08,13190.38,13128.55,47705946,58.88189561,-36.95704495,62.29,13058.76385,13144.28138,13248.914,13227.958,4.07,65.04,0.497474384,-0.008254557,2121967.85,79.66,0.18
20121226,735229,13138.85,13114.59,13174.88,13076.87,79409556,48.81117618,-84.36859617,98.01,13079.00538,13141.45363,13201.64,13214.573,-236.37,-55.29,-0.419821593,-0.009879619,1955113.091,79.6,0.17
20121227,735230,13114.97,13096.31,13141.74,12964.08,100157842,38.90652506,-148.9061549,177.66,13090.55731,13137.15423,13170.508,13199.659,-155.66,-152.13,-1.148286138,-0.005649653,1061049.67,79.65,0.17
20121228,735231,13095.08,12938.11,13095.46,12926.86,85978389,18.08314853,-193.0372048,169.45,13096.31115,13118.19764,13095.786,13176.398,-373.61,-307.34,-2.320343967,-0.014990472,-343931.1372,79.68,0.17
20121231,735234,12938.19,13104.14,13109.13,12883.89,145738333,14.80701993,-121.0460291,225.24,13106.59,13116.85882,13078.446,13173.311,-86.7,-66.58,-0.505515264,-0.009916595,1162106.758,79.76,0.09
20130102,735236,13104.3,13412.55,13412.71,13104.3,161430148,36.67401866,98.54799959,308.57,13122.085,13145.01988,13133.14,13191.027,221.71,241.83,1.836118299,0.004591968,3673508.532,79.82,0.17
20130103,735237,13413.01,13391.36,13430.6,13358.3,129633814,51.69797472,143.9411572,72.3,13138.39231,13168.48085,13188.494,13195.067,200.52,220.64,1.675231119,0.01040895,2644025.448,80.43,0.17
20130104,735238,13391.05,13435.21,13447.11,13376.23,107585951,66.37773545,130.5253138,70.88,13159.81846,13193.88362,13256.274,13213.391,296.13,300.2,2.285495024,0.00919152,2812245.135,80.5,0.16
20130107,735241,13436.13,13384.29,13436.13,13343.32,113119648,73.06053676,93.00863358,92.81,13175.17154,13212.01756,13345.51,13220.648,245.21,148.9,1.125014072,0.014453512,2087586.161,80.22,0.16
20130108,735242,13377.42,13328.85,13377.42,13293.13,129567637,73.04118694,53.96745873,91.16,13186.98038,13223.14446,13390.452,13234.449,214.26,-22.11,-0.165606069,0.014237537,1889415.7,80.34,0.15
20130109,735243,13329.92,13390.51,13416.55,13329.08,123067045,77.11239507,74.36023784,87.7,13201.01615,13239.08404,13386.044,13259.592,294.2,138.54,1.045429472,0.020605638,2964839.173,80.54,0.14
20130110,735244,13391.82,13471.22,13478.2,13382.29,133518185,85.86171887,95.8984766,95.91,13220.46308,13261.19222,13402.016,13295.255,533.11,159.5,1.19819227,0.027830441,3237782.542,79.75,0.14
20130111,735245,13471.45,13488.43,13496.68,13439.97,119202987,93.11099856,95.96424943,56.71,13241.10346,13282.83392,13412.66,13334.467,384.29,297.59,2.256035249,0.040799411,2784841.425,79.55,0.14
